(1, 'Семёнова Ч.Э.', 'Павлов Л.Р.')
(2, 'Николаева Ц.Ф.', 'Никитина Ч.Ф.')
(3, 'Яковлев Ю.А.', 'Кузнецова Щ.К.')
(4, 'Дмитриев Л.В.', 'Соколов А.Д.')
(5, 'Степанова Х.Р.', 'Яковлев Е.Д.')
(6, 'Павлов Ю.Ю.', 'Богданов У.М.')
(7, 'Михайлова Р.А.', 'Кузнецова Ч.Х.')
(8, 'Степанова Д.К.', 'Александров А.К.')
(9, 'Степанова Х.Р.', 'Кузнецова И.Т.')
(10, 'Семёнова Ч.Э.', 'Соколов А.Д.')
(11, 'Николаева Ц.Ф.', 'Соколова Ф.Х.')
(12, 'Степанова Д.К.', 'Павлов Л.Р.')
(13, 'Григорьева Б.С.', 'Кузнецова П.Я.')
(14, 'Алексеева В.Ш.', 'Соколова Ф.Х.')
(15, 'Яковлев Ю.А.', 'Петрова З.В.')
(16, 'Николаева Щ.Э.', 'Иванова Л.Э.')
(19, 'Степанова Д.К.', 'Павлова М.З.')
(20, 'Александрова П.П.', 'Семёнов У.А.')
(21, 'Яковлев Ю.А.', 'Соколова Ф.Х.')
(23, 'Александров Щ.Ю.', 'Васильев Е.З.')
(24, 'Лебедев Ч.Ж.', 'Кузнецова Ч.Х.')
(25, 'Соловьёв Ц.П.', 'Васильева М.Ц.')
(26, 'Александров Щ.Ю.', 'Лебедева У.Л.')
(27, 'Яковлев Щ.Р.', 'Николаева Р.Ц.')
(28, 'Егорова Я.У.', 'Соколов А.Д.')
(29, 'Дмитриев Л.В.', 'Павлова Ж.Ж.')
(31, 'Алексеев Х.В.', 'Кузнецова Ч.Х.')
(32, 'Егоров Л.Б.', 'Кузнецов Т.Д.')
(33, 'Александрова П.П.', 'Кузнецова И.Т.')
(34, 'Алексеев Х.В.', 'Алексеева С.Ю.')
(35, 'Яковлев Щ.Р.', 'Соловьёва П.З.')
(36, 'Михайлова Р.А.', 'Дмитриева Л.Ч.')
(37, 'Степанова Х.Р.', 'Дмитриев Щ.В.')
(38, 'Николаева Ц.Ф.', 'Павлова Ж.Ж.')
(39, 'Михайлова Р.А.', 'Смирнов Т.Т.')
(40, 'Григорьева Б.С.', 'Соловьёва П.З.')
(41, 'Васильева К.И.', 'Дмитриева Л.Ч.')
(42, 'Павлов Ю.Ю.', 'Григорьев Л.Ж.')
(43, 'Васильева К.И.', 'Васильев Е.З.')
(44, 'Николаева Щ.Э.', 'Яковлев Н.К.')
(45, 'Алексеева В.Ш.', 'Павлов Д.Х.')
(46, 'Михайлова Р.А.', 'Яковлев Н.К.')
(47, 'Дмитриев Л.В.', 'Лебедев П.Д.')
(49, 'Егоров Л.Б.', 'Волков Ж.Б.')
(50, 'Григорьева Б.С.', 'Александров Х.В.')
(51, 'Николаева Щ.Э.', 'Григорьева Я.Г.')
(52, 'Лебедев Ч.Ж.', 'Смирнов А.Я.')
(53, 'Григорьева Б.С.', 'Кузнецова Щ.К.')
(54, 'Яковлев Щ.Р.', 'Кузнецов Д.С.')
(55, 'Лебедев Ч.Ж.', 'Егоров З.И.')
(56, 'Алексеева В.Ш.', 'Соколов З.Ю.')
(57, 'Степанова Х.Р.', 'Дмитриева Ф.Ш.')
(59, 'Соловьёв Ц.П.', 'Иванова Л.Э.')
(61, 'Степанова Х.Р.', 'Соколова Е.У.')
(62, 'Дмитриев Л.В.', 'Васильева М.Ц.')
(63, 'Яковлев Щ.Р.', 'Семёнов У.А.')
(64, 'Николаева Ц.Ф.', 'Александров У.Х.')
(65, 'Алексеев Х.В.', 'Егорова Т.Ф.')
(68, 'Николаева Ц.Ф.', 'Александров Х.В.')
(69, 'Егорова Я.У.', 'Смирнов З.Ц.')
(70, 'Егоров Л.Б.', 'Семёнов Л.И.')
(71, 'Михайлова Р.А.', 'Кузнецова П.Я.')
(72, 'Васильева К.И.', 'Васильев Е.З.')
(73, 'Яковлев Щ.Р.', 'Степанова Э.Р.')
(74, 'Александрова П.П.', 'Волкова Ф.Ш.')
(75, 'Григорьева Б.С.', 'Михайлов Ф.И.')
(76, 'Михайлова Р.А.', 'Алексеева С.Ю.')
(77, 'Степанова Д.К.', 'Соколов З.Ю.')
(79, 'Соловьёв Ц.П.', 'Кузнецова И.Т.')
(80, 'Егоров Л.Б.', 'Андреева Э.П.')
(81, 'Михайлова Р.А.', 'Александров У.Х.')
(82, 'Николаева Щ.Э.', 'Соколова Щ.А.')
(83, 'Егорова Я.У.', 'Соколов З.Ю.')
(86, 'Николаева Ц.Ф.', 'Соловьёва П.З.')
(87, 'Яковлев Щ.Р.', 'Михайлова Е.Б.')
(88, 'Яковлев Ю.А.', 'Андреев Ж.С.')
(89, 'Алексеев Х.В.', 'Кузнецов Т.Д.')
(90, 'Николаева Щ.Э.', 'Михайлов Ф.И.')
(91, 'Соловьёв Ц.П.', 'Яковлев Э.М.')
(92, 'Алексеева В.Ш.', 'Соколова Ч.Б.')
(94, 'Павлов Ю.Ю.', 'Андреева Ц.В.')
(95, 'Григорьева Б.С.', 'Андреев Ж.С.')
(96, 'Павлов Ю.Ю.', 'Алексеева К.Ч.')
(98, 'Николаева Ц.Ф.', 'Смирнова Ю.Ч.')
(99, 'Соловьёв Ц.П.', 'Павлов Л.Р.')
(100, 'Лебедев Ч.Ж.', 'Кузнецова П.Я.')
(101, 'Николаева Ц.Ф.', 'Васильев Е.З.')
(102, 'Яковлев Щ.Р.', 'Васильева М.Ц.')
(104, 'Дмитриев Л.В.', 'Алексеева Д.З.')
(105, 'Дмитриев Л.В.', 'Иванов В.Р.')
(106, 'Васильева К.И.', 'Егорова Т.Ф.')
(107, 'Лебедев Ч.Ж.', 'Павлов Я.Т.')
(108, 'Васильева К.И.', 'Иванова Ж.У.')
(109, 'Алексеева В.Ш.', 'Иванов В.Р.')
(110, 'Соловьёв Ц.П.', 'Богданова И.Ж.')
(111, 'Михайлова Р.А.', 'Богданова Б.В.')
(112, 'Алексеев Х.В.', 'Александров Э.А.')
(113, 'Александрова П.П.', 'Васильев Н.Ю.')
(114, 'Степанова Д.К.', 'Григорьева У.Т.')
(115, 'Егоров Л.Б.', 'Григорьев Л.Ж.')
(116, 'Соловьёв Ц.П.', 'Соколова Щ.А.')
(119, 'Семёнова Ч.Э.', 'Дмитриев Щ.В.')
(120, 'Степанова Д.К.', 'Николаев Ш.А.')
(122, 'Михайлова Р.А.', 'Соколова Ф.Х.')
(123, 'Семёнова Ч.Э.', 'Степанов Ж.Я.')
(124, 'Александров Щ.Ю.', 'Иванова Л.Э.')
(125, 'Яковлев Щ.Р.', 'Яковлев Е.Д.')
(126, 'Яковлев Ю.А.', 'Павлов Я.Т.')
(127, 'Григорьева Б.С.', 'Степанова Е.Ж.')
(128, 'Егоров Л.Б.', 'Иванов В.Р.')
(129, 'Александров Щ.Ю.', 'Соколова Е.У.')
(130, 'Семёнова Ч.Э.', 'Волкова Ф.Ш.')
(131, 'Яковлев Ю.А.', 'Григорьева Э.Ж.')
(132, 'Егорова Я.У.', 'Григорьева Э.Ж.')
(133, 'Николаева Ц.Ф.', 'Алексеева С.Ю.')
(134, 'Яковлев Щ.Р.', 'Александров Ц.А.')
(135, 'Александрова П.П.', 'Александров Ц.А.')
(136, 'Семёнова Ч.Э.', 'Егоров З.И.')
(137, 'Николаева Ц.Ф.', 'Андреев И.С.')
(138, 'Степанова Х.Р.', 'Алексеева С.Ю.')
(139, 'Лебедев Ч.Ж.', 'Николаев Л.И.')
(140, 'Алексеев Х.В.', 'Степанова Г.И.')
(141, 'Яковлев Щ.Р.', 'Михайлова Э.С.')
(143, 'Алексеев Х.В.', 'Смирнов З.Ц.')
(144, 'Семёнова Ч.Э.', 'Кузнецова Ч.Х.')
(145, 'Степанова Х.Р.', 'Кузнецова И.Т.')
(146, 'Дмитриев Л.В.', 'Семёнов Л.И.')
(147, 'Яковлев Щ.Р.', 'Соколов У.Ф.')
(148, 'Михайлова Р.А.', 'Волков Ж.Б.')
(149, 'Егоров Л.Б.', 'Соколова Ф.Х.')
(150, 'Николаева Ц.Ф.', 'Степанов Л.З.')
(151, 'Александров Щ.Ю.', 'Степанов О.К.')
(152, 'Семёнова Ч.Э.', 'Павлова Ж.Ж.')
(153, 'Семёнова Ч.Э.', 'Богданова И.Ж.')
(154, 'Дмитриев Л.В.', 'Дмитриев Щ.В.')
(155, 'Михайлова Р.А.', 'Кузнецов Т.Д.')
(156, 'Александров Щ.Ю.', 'Степанова Г.И.')
(158, 'Васильева К.И.', 'Попов С.А.')
(159, 'Егоров Л.Б.', 'Кузнецова Ч.Х.')
(160, 'Степанова Д.К.', 'Семёнова Ш.И.')
(161, 'Лебедев Ч.Ж.', 'Петрова З.В.')
(162, 'Лебедев Ч.Ж.', 'Григорьева З.В.')
(163, 'Яковлев Щ.Р.', 'Никитина Н.К.')
(164, 'Александров Щ.Ю.', 'Попов К.А.')
(165, 'Соловьёв Ц.П.', 'Григорьева У.Т.')
(166, 'Алексеев Х.В.', 'Николаева Р.Ц.')
(167, 'Егоров Л.Б.', 'Иванова Ж.У.')
(168, 'Егорова Я.У.', 'Иванов В.Р.')
(169, 'Яковлев Ю.А.', 'Смирнов З.Ц.')
(170, 'Алексеев Х.В.', 'Лебедев П.У.')
(171, 'Егоров Л.Б.', 'Богданов У.М.')
(173, 'Лебедев Ч.Ж.', 'Кузнецова П.Я.')
(174, 'Александрова П.П.', 'Павлова М.З.')
(175, 'Александрова П.П.', 'Павлов Д.Х.')
(176, 'Степанова Х.Р.', 'Андреева Э.П.')
(177, 'Егорова Я.У.', 'Александров У.Х.')
(178, 'Николаева Ц.Ф.', 'Соколова Ч.Б.')
(179, 'Соловьёв Ц.П.', 'Алексеева Д.З.')
(180, 'Дмитриев Л.В.', 'Богданова Б.В.')
(182, 'Павлов Ю.Ю.', 'Николаева Д.В.')
(183, 'Григорьева Б.С.', 'Павлов Л.Р.')
(184, 'Александрова П.П.', 'Кузнецов Т.Д.')
(185, 'Григорьева Б.С.', 'Григорьева Э.Ж.')
(186, 'Степанова Д.К.', 'Григорьева У.Т.')
(187, 'Николаева Щ.Э.', 'Попов С.А.')
(188, 'Александрова П.П.', 'Андреева Ц.В.')
(189, 'Степанова Д.К.', 'Волкова Ф.Ш.')
(190, 'Степанова Д.К.', 'Волкова Ф.Ш.')
(191, 'Лебедев Ч.Ж.', 'Александров А.К.')
(194, 'Васильева К.И.', 'Дмитриева Л.Ч.')
(196, 'Павлов Ю.Ю.', 'Яковлева Л.П.')
(197, 'Егорова Я.У.', 'Александрова Ю.Б.')
(198, 'Егорова Я.У.', 'Михайлова Э.С.')
(199, 'Павлов Ю.Ю.', 'Кузнецова П.Я.')
(200, 'Алексеева В.Ш.', 'Григорьева Я.Г.')
(201, 'Васильева К.И.', 'Петрова З.В.')
(202, 'Степанова Д.К.', 'Александров Ц.А.')
